asset_id,evidence_ids,source_url,timecode,acquisition_mode,asset_type,rights_holder_label,rights_status,commercial_use,editorial_transform,web_scope,social_scope,territory,valid_from,valid_until,attribution,identifiable_people,people_clearance,third_party_elements,production_method,source_reuse_policy,production_notes,raw_sha256,derived_sha256,human_validation,permission_proof,permission_proof_sha256,publication_url,checked_on
AS-2111,EV-0521;EV-0526,https://eu.gozney.com/cdn/shop/files/Tread_Black_1.png?v=1762196524&width=1500,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Tread; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,ca039cfd9410b4c8eab6b4f3755491a9b748a57189f9c8ecc9bac6a30612565f,f93d2789357908137ba281937753b3097d5276b13126abdb88222ed10ba71151,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-arc-lite-tread-2026-08-24.txt,2d9ff2572ecb76dc59385941d83074ebb0eb2df1bdd8b8ac5816f8de6e88d6d2,https://fouranu.com/images/articles/gozney-arc-lite-tread-960.webp,2026-08-24
AS-2112,EV-0520,https://eu.gozney.com/cdn/shop/files/Arc_Lite_88fc0f58-9415-4205-81c9-5cfb99313bcd.png?v=1770691379&width=1500,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Arc Lite; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,930fc2d9c1315a3f9fd725530f4314562aa004701ddd1b4ffbd3a00666b48c02,41b21a1f1aed37d7dd8641e855c6086a46c5a688a5be2f97777c39834e5a30ae,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-arc-lite-tread-2026-08-24.txt,2d9ff2572ecb76dc59385941d83074ebb0eb2df1bdd8b8ac5816f8de6e88d6d2,https://fouranu.com/images/articles/gozney-arc-lite-1600.webp,2026-08-24
AS-2113,EV-0520,https://eu.gozney.com/cdn/shop/files/Arc_Lite_88fc0f58-9415-4205-81c9-5cfb99313bcd.png?v=1770691379&width=1500,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Gozney Arc Lite; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,930fc2d9c1315a3f9fd725530f4314562aa004701ddd1b4ffbd3a00666b48c02,9c369d375ca0c86a350ee4ba695bb0c54addf262ef9567879aff146045278531,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-arc-lite-tread-2026-08-24.txt,2d9ff2572ecb76dc59385941d83074ebb0eb2df1bdd8b8ac5816f8de6e88d6d2,https://fouranu.com/images/articles/gozney-arc-lite-960.webp,2026-08-24
AS-2200,EV-0600;EV-0601;EV-0602;EV-0603,https://www.youtube.com/watch?v=vczirlev_Kg,00:02,authorized-frame-capture,licensed-frame,Ooni,granted,yes,no,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Photogramme de la vidéo Ooni « Introducing Ooni Halo Core »,no,not-applicable,Marques Ooni; Halo Core et Halo Pro sur fond de studio,,,,d9fea9ebc18df567fe30b2d14c25215e93d2bb4edb00e93226f949b844ab174b,4f2dc8d62b8512f4d795d6c8648a6d09d0e56a67f465b4d044e0f7bdbd350dc9,approved,research/private/permissions/ooni-halo-owner-attestation-2026-08-24.txt,8e06cd2d75dd76e0d5f905c42b232c0893b99d0e1d6aa5ae74f2821cbfc176a6,https://fouranu.com/images/articles/ooni-halo-core-ou-halo-pro-comparison-1600.webp,2026-08-24
AS-2201,EV-0600;EV-0601;EV-0602;EV-0603,https://www.youtube.com/watch?v=vczirlev_Kg,00:02,authorized-frame-capture,licensed-frame,Ooni,granted,yes,no,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Photogramme de la vidéo Ooni « Introducing Ooni Halo Core »,no,not-applicable,Marques Ooni; Halo Core et Halo Pro sur fond de studio,,,,d9fea9ebc18df567fe30b2d14c25215e93d2bb4edb00e93226f949b844ab174b,4828115f8f63b65021920aa7211073424fa80fdeca0259422111e193113e0004,approved,research/private/permissions/ooni-halo-owner-attestation-2026-08-24.txt,8e06cd2d75dd76e0d5f905c42b232c0893b99d0e1d6aa5ae74f2821cbfc176a6,https://fouranu.com/images/articles/ooni-halo-core-ou-halo-pro-comparison-960.webp,2026-08-24
AS-2202,EV-0600;EV-0601;EV-0602,https://eu.ooni.com/fr-fr/pages/explore-spiral-dough-mixer-range,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après des photographies officielles Ooni,no,not-applicable,Ooni Halo Core et Halo Pro; marques visibles; source bundle privé,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,df2f164af8ccb18cab0f6b6dfe2d03880c09f8968e4e86f9ffd0e74e201624eb,c74a1570cfdbb21ecff32a60b80966d37cc5f93ab0d873a937795431ee946819,approved,research/private/permissions/manufacturer-photo-owner-attestation-2026-08-24.txt,0344e063348cd39fd21c59d655317a0b21a3191ed962a5a9e6e486c172f7a21b,https://fouranu.com/images/articles/ooni-halo-core-ou-halo-pro-1600.webp,2026-08-24
AS-2203,EV-0600;EV-0601;EV-0602,https://eu.ooni.com/fr-fr/pages/explore-spiral-dough-mixer-range,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après des photographies officielles Ooni,no,not-applicable,Ooni Halo Core et Halo Pro; marques visibles; source bundle privé,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,df2f164af8ccb18cab0f6b6dfe2d03880c09f8968e4e86f9ffd0e74e201624eb,8a65edb23877c085e4e9223476f6482b790120f9e5d2a74bc2d73bf92f812be9,approved,research/private/permissions/manufacturer-photo-owner-attestation-2026-08-24.txt,0344e063348cd39fd21c59d655317a0b21a3191ed962a5a9e6e486c172f7a21b,https://fouranu.com/images/articles/ooni-halo-core-ou-halo-pro-960.webp,2026-08-24
AS-2300,EV-0001;EV-0002;EV-0010;EV-0020;EV-0030;EV-0040;EV-0050;EV-0061;EV-0070;EV-0080;EV-0090,https://eu.ooni.com/cdn/shop/collections/60841132099.jpg?v=1774882076,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Six fours Ooni; marques visibles,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,2836b6dc0a3487346fb3d8fd8571f51e19d8f1db0a1101b0a6c88235cb61b674,66c1c7f9518a2a8a94f138914f8f4c7cf48648e10532f4dd65982086f2ba2df7,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-gamme-documentee-1600.webp,2026-08-24
AS-2301,EV-0001;EV-0002;EV-0010;EV-0020;EV-0030;EV-0040;EV-0050;EV-0061;EV-0070;EV-0080;EV-0090,https://eu.ooni.com/cdn/shop/collections/60841132099.jpg?v=1774882076,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Six fours Ooni; marques visibles,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,2836b6dc0a3487346fb3d8fd8571f51e19d8f1db0a1101b0a6c88235cb61b674,475acbddc81308fa5e8fdb1075402874141b242ab14ebd57a2ddf7311e1fa45f,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-gamme-documentee-960.webp,2026-08-24
AS-2302,EV-0001;EV-0010;EV-0061;EV-0090,https://eu.ooni.com/cdn/shop/files/ooni-pizza-ovens_5d0194a7-bc9a-4f9a-a6bc-493ffc0323e3.jpg?v=1760086482,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Six fours Ooni; marques visibles,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,ab917e446d0dab3192e2b842448e940059e8546119188244ab3e1ed1f6c32137,e89981dcb29857f509fb0b2045e5da3ecf8287db21181c70be6f187f3c63ce44,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-energies-volt-2-1600.webp,2026-08-24
AS-2303,EV-0001;EV-0010;EV-0061;EV-0090,https://eu.ooni.com/cdn/shop/files/ooni-pizza-ovens_5d0194a7-bc9a-4f9a-a6bc-493ffc0323e3.jpg?v=1760086482,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Six fours Ooni; marques visibles,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,ab917e446d0dab3192e2b842448e940059e8546119188244ab3e1ed1f6c32137,c9af822907a4ad8afc88965c1dfaf9ba915c1718f298cf2fbff53815bf5328ee,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-energies-volt-2-960.webp,2026-08-24
AS-2304,EV-0010;EV-0011;EV-0012,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda2-Black.webp?v=1749115875,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 2; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,1fb2e6bcaa711eac8050a0373e86cf01e0784457a1875197632089636e4ea79f,ad79775de0a28002b16185105d3da41cb3bc7749a729f37e2ee9ea038dc985e9,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-2-1600.webp,2026-08-24
AS-2305,EV-0010;EV-0011;EV-0012,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda2-Black.webp?v=1749115875,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 2; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,1fb2e6bcaa711eac8050a0373e86cf01e0784457a1875197632089636e4ea79f,37b9bc90e3f879ab2f5dab9df65f4b3900cd4538851622aadee222e243cee634,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-2-960.webp,2026-08-24
AS-2306,EV-0020;EV-0021;EV-0022,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda2Pro-Black-C.webp?v=1749115837,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 2 Pro; marque visible; hub Ooni Connect,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,6b1f70fd1380ae90a05469c22f70cc29a4596d5eb2e5a692511cf7a7a0a782c6,8e60fbe2f4e55cc1f86872b96ce2b2758f054cadcb9912714de4fe08f5dbd5b1,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-2-pro-1600.webp,2026-08-24
AS-2307,EV-0020;EV-0021;EV-0022,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda2Pro-Black-C.webp?v=1749115837,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 2 Pro; marque visible; hub Ooni Connect,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,6b1f70fd1380ae90a05469c22f70cc29a4596d5eb2e5a692511cf7a7a0a782c6,0b04265f9cf1b832e913ed6e3d9b047bc09ccacad628c5584511240fd295eed4,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-2-pro-960.webp,2026-08-24
AS-2308,EV-0030;EV-0031;EV-0032,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda2Max-C.webp?v=1749115919,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 2 Max; marque visible; hub Ooni Connect,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,0406b68d2215bf59cffc0b8ec1443959e2263b2ee8e14988ac0212e578d24cb0,2b6860f13c066f10afd0932ef75ba8bb24a2c1d58e45bff0b353193e263c3c1b,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-2-max-1600.webp,2026-08-24
AS-2309,EV-0030;EV-0031;EV-0032,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda2Max-C.webp?v=1749115919,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 2 Max; marque visible; hub Ooni Connect,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,0406b68d2215bf59cffc0b8ec1443959e2263b2ee8e14988ac0212e578d24cb0,707a27d32fc916905140807ed402ae276cb9a2b9adfa9e1be6a520bbfcdfc7b2,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-2-max-960.webp,2026-08-24
AS-2310,EV-0040;EV-0041;EV-0042,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda12_1.webp?v=1749116019,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 12; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,6992dc52cbf629df169cba14a97a8d0fa65bf7726e968507d2b912e012ee10ab,6ee1e31f25e18ecf0a6011f638ecf5764cc467ab34bcad88824d71f2d2c60703,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-12-1600.webp,2026-08-24
AS-2311,EV-0040;EV-0041;EV-0042,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda12_1.webp?v=1749116019,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 12; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,6992dc52cbf629df169cba14a97a8d0fa65bf7726e968507d2b912e012ee10ab,45f01fd920dee37722b6a0b9ae804c1833a658e6c995315284c2f47585b5d3ae,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-12-960.webp,2026-08-24
AS-2312,EV-0050;EV-0051;EV-0052,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda16_1.webp?v=1749115978,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 16; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,5482cd03d621d30278343dd5bc1b6e85807cedc54020cae48078658cfaeb7a0f,9f480d2f805282e310f514411e7d629a1f2ed2e893944a96ef9f979ad4f38f5c,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-16-1600.webp,2026-08-24
AS-2313,EV-0050;EV-0051;EV-0052,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Koda16_1.webp?v=1749115978,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Koda 16; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,5482cd03d621d30278343dd5bc1b6e85807cedc54020cae48078658cfaeb7a0f,85d1523df478c8384395e247066e6941f7401e97efe442fc1968d9f0f10a12f6,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-koda-16-960.webp,2026-08-24
AS-2314,EV-0060;EV-0061;EV-0062;EV-0063,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Karu2_2.webp?v=1749115937,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Karu 2; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,eab0c7fd07d0ead21c0b8cf2e66bff3297a51b8b13fdf7f628dd3ed87c348768,57843007832c4d13ee3fec49c54e9ec703218e62051ab70e21faa73bfae79e3e,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-karu-2-1600.webp,2026-08-24
AS-2315,EV-0060;EV-0061;EV-0062;EV-0063,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Karu2_2.webp?v=1749115937,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Karu 2; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,eab0c7fd07d0ead21c0b8cf2e66bff3297a51b8b13fdf7f628dd3ed87c348768,547348474bf4f77a602d132728026a0daf51c6ad1e6a2af081820b0b2a808328,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-karu-2-960.webp,2026-08-24
AS-2316,EV-0070;EV-0071;EV-0072;EV-0073,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Karu2Pro-C_1.webp?v=1754558826,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Karu 2 Pro; marque visible; hub Ooni Connect,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,a1077dee438cc18ab263ee8125e891d7a9a1a820d8976a30727b4666df086299,326502f963203d8dcc41d3be27f7f569dd39f8fd2f76d0cf05ff411d39aca56e,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-karu-2-pro-1600.webp,2026-08-24
AS-2317,EV-0070;EV-0071;EV-0072;EV-0073,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Karu2Pro-C_1.webp?v=1754558826,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Karu 2 Pro; marque visible; hub Ooni Connect,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,a1077dee438cc18ab263ee8125e891d7a9a1a820d8976a30727b4666df086299,2e516b57a7451ebb501897981625bf321966f54f137ac928f04b7c2d96679b4d,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-karu-2-pro-960.webp,2026-08-24
AS-2318,EV-0080;EV-0081;EV-0082,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Karu12_1.webp?v=1749116001,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Karu 12; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,674d4508c8871f685ce6d50626d9176706c1ffcc35c79a53b41597c630a90cd2,476492563cbcd885379b5dd3e1a5ddbc9c546b5c44fff98d6fc3b848b97ae3fb,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-karu-12-1600.webp,2026-08-24
AS-2319,EV-0080;EV-0081;EV-0082,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Karu12_1.webp?v=1749116001,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Karu 12; marque visible,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,674d4508c8871f685ce6d50626d9176706c1ffcc35c79a53b41597c630a90cd2,2ba6d1374ba817a870633ce45a4c544fe402509e88d186ba034e2d3089ede3de,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-karu-12-960.webp,2026-08-24
AS-2320,EV-0090;EV-0091;EV-0092,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Volt2-C_Reddot.webp?v=1780388416,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Volt 2; marque visible; écran officiel,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,2113e0387997914cb75986a6cbab7c087f8e9379833876462069411b9e3120c6,511c8779942d9776dc40e207a9cb813c9218f56defb039f14d126ea5945c1759,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-volt-2-1600.webp,2026-08-24
AS-2321,EV-0090;EV-0091;EV-0092,https://eu.ooni.com/cdn/shop/files/1000x1000-Ovens-ToScale-Volt2-C_Reddot.webp?v=1780388416,,authorized-manufacturer-photo,editorial-illustration,Ooni,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Ooni,no,not-applicable,Four Ooni Volt 2; marque visible; écran officiel,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,2113e0387997914cb75986a6cbab7c087f8e9379833876462069411b9e3120c6,006e686344dd3a074b26a0736bef7571816484f03c03b1c7baa9c3e7f86e800f,approved,research/private/permissions/manufacturer-photo-owner-attestation-ooni-refresh-2026-08-24.txt,e3051e5927fe5d133f337a317b2e8aae69cb411343f43db750bedb102631643b,https://fouranu.com/images/articles/ooni-volt-2-960.webp,2026-08-24
AS-2400,EV-0700,https://eu.gozney.com/cdn/shop/collections/Dome_Gen_2_-_2000_x_2000_5.jpg?v=1775751039&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Four Gozney Dome Gen 2; marque visible; flamme officielle,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,efa9958c69f3e91ecd238aaea0c8b2ad851a10e92e5447a1d7d49435eb1fab4d,4d5d45d8e5b6031f606c3b79870c89ba514f478d4318f4395976474f5a439e5f,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-gamme-1600.webp,2026-08-24
AS-2401,EV-0700,https://eu.gozney.com/cdn/shop/collections/Dome_Gen_2_-_2000_x_2000_5.jpg?v=1775751039&width=2000,,authorized-manufacturer-photo,editorial-illustration,Gozney,granted,yes,yes,https://fouranu.com,,Web mondial via fouranu.com,2026-08-24,,Illustration éditoriale d'après une photographie officielle Gozney,no,not-applicable,Four Gozney Dome Gen 2; marque visible; flamme officielle,Direction éditoriale Four à Nu,disabled,Production ponctuelle archivée.,efa9958c69f3e91ecd238aaea0c8b2ad851a10e92e5447a1d7d49435eb1fab4d,efcda830d830bed04f6f0f69f023f6b5c3ebb20c4e1f12901931d5a9026989af,approved,research/private/permissions/manufacturer-photo-owner-attestation-gozney-range-2026-08-24.txt,044ce0b6ea44edc04d54befd937765c9686ef68223e7a242650190dcfaaab724,https://fouranu.com/images/articles/gozney-gamme-960.webp,2026-08-24
