evidence_id,observation,conditions
EV-0501,"Die französische Produktseite nennt Propangasbetrieb, Pizzen bis zu 40 cm, eine maximale Temperatur von 500 °C, eine Backfläche von 2 184 cm² und einen Preis von 899,99 €.",Preis und Eigenschaften am 24. August 2026 erfasst; Preis und Verfügbarkeit können sich ändern.
EV-0502,"Gozney beschränkt den Arc XL auf den Außenbereich und nennt eine Standardgarantie von einem Jahr, die bei Registrierung des Produkts innerhalb von sechzig Tagen nach dem Kauf auf fünf Jahre steigt.",Garantiebedingungen auf dem französischen Produktblatt am 24. August 2026; die genaue Berechtigung unterliegt weiterhin den Gozney-Bedingungen
EV-0503,Das Handbuch verlangt mindestens 30 cm Abstand hinten und seitlich sowie 100 cm vorne gegenüber brennbaren Elementen; eine Installation unter oder auf einer brennbaren Struktur ist untersagt.,"Europäisches Handbuch in deutscher Sprache, von der französischen Produktseite verlinkt und am 24. August 2026 geprüft; die örtlichen Installationsvorschriften bleiben anwendbar."
EV-0504,"Das Handbuch gibt an, dass die Digitalanzeige die Temperatur im Ofen zeigt, und nennt empfohlene Bereiche für verschiedene Pizzastile.",Die eingesehene Fassung beschreibt die Beziehung zwischen diesem Wert und den verschiedenen Bereichen der Backsteinoberfläche nicht genau genug
EV-0505,Der Autor berichtet von einer Backsteintemperatur nahe 400 °C nach 15 bis 20 Minuten Aufheizen.,"Ein Exemplar, einen Monat lang für Pizzen von 12 bis 16 Zoll genutzt; Messpunkt, Ausgangstemperatur, Wetter und Flammeneinstellung nicht veröffentlicht"
EV-0506,"Bei 16-Zoll-Pizzen berichtet der Autor von einer starken Nähe zum Feuer und der Notwendigkeit, früh zu drehen, wobei das Risiko besteht, eine noch weiche Basis zu reißen.","Ein Exemplar, das einen Monat lang verwendet wurde; Pizzen von 12 bis 16 Zoll; Teig und Rotationsprotokoll nicht veröffentlicht."
EV-0507,Der Autor deutet die Frontanzeige als Messung der Luft in der Backkammer und prüft den Backstein mit einem Infrarotthermometer.,Nutzungsinterpretation an einem Exemplar; kein messtechnisches Protokoll und keine genaue Sensorposition veröffentlicht
EV-0508,"Der Autor berichtet, dass der Backstein ohne das dafür vorgesehene Set schwer zu entnehmen ist, und beschreibt eine Entnahme durch Neigen des Ofens, die zu zweit sicherer sei.",Ein an einem Exemplar beschriebener Vorgang; Entnahmeset nicht verwendet; keine dokumentierte Wiederholung
EV-0509,Der Artikel beschreibt die Anzeige als kalibrierten Indikator für die Wärmesättigung des Backsteins und unterscheidet ihren Wert von Oberflächenmessungen mit dem Infrarotthermometer.,Veröffentlichte Interpretation aus einer Sitzung mit dem Arc XL; keine unabhängige messtechnische Validierung des Sensors
EV-0510,"Gewicht, Sicherheitsabstände und Entnahme des Backsteins sprechen für einen dauerhaften Aufstellort statt für das Verstauen nach jedem Backvorgang.","Nutzungsableitung auf Grundlage der Herstellermaße, der Sicherheitshinweise und einer Wartungsbeobachtung durch Dritte"
EV-0511,Der Vorteil des XL-Formats liegt eher im Rotationsspielraum um eine Pizza von 30 bis 35 cm als im systematischen Gebrauch des maximalen Durchmessers von 40 cm.,"Nutzungsannahme; die Kapazität von 40 cm wird von Gozney angegeben, aber in zwei Sitzungen von Drittquellen werden bei diesem Durchmesser Einschränkungen beim Backen berichtet."
EV-0512,"Zwei Veröffentlichungen verorten das Erreichen einer Backsteintemperatur nahe 400 °C zwischen 15 und 30 Minuten, ohne dass sich ein Mittelwert oder allgemeines Versprechen ableiten lässt.","Synthese zweier unabhängiger Herausgeber; Wetter, Ausgangstemperatur, Messpunkte und Flammeneinstellung folgen keinem gemeinsamen Protokoll"
EV-0520,"Das französische Produktblatt nennt 399,99 €, ein Gewicht von 12 kg, Außenmaße von 430 × 481 × 297 mm, eine Backkammer von 325 × 355 × 150 mm und eine Öffnung von 325 × 85 mm.",Preis und Merkmale am 24. August 2026 erfasst; Propangas-Außenofen für 12-Zoll-Pizzen; herausnehmbarer 12-mm-Backstein aus Cordierit; Preis und Verfügbarkeit können sich ändern
EV-0521,"Das französische Produktblatt nennt 499,99 €, ein Gewicht von 13,5 kg, Außenmaße von 418 × 484 × 320 mm, eine Backkammer von 310 × 380 × 150 mm und eine Öffnung von 310 × 85 mm.",Preis und Merkmale am 24. August 2026 erfasst; Propangas-Außenofen für 12-Zoll-Pizzen; herausnehmbarer 12-mm-Backstein aus Cordierit; Transportzubehör separat erhältlich; Preis und Verfügbarkeit können sich ändern
EV-0522,"Das Handbuch verlangt, die Griffe unter dem Chassis zu verwenden, vor dem Bewegen des Ofens mindestens dreißig Minuten zu warten und 30 cm Abstand nach hinten und zu den Seiten sowie 1 m nach vorne einzuhalten.","Europäisches Handbuch geprüft am 24. August 2026; Seiten 5, 17 und 18; Außengerät auf einer stabilen, nicht brennbaren Fläche; das Handbuch nennt keine Transporttemperatur"
EV-0523,"In einem direkten Vergleich erreicht der Tread 700 °F in 14 min 30 s, gegenüber 20 Minuten beim Arc Lite; beide Backsteine kühlen anschließend auf 150 °F ab, und zwar nach 38 beziehungsweise 43 Minuten.",Eine Sitzung; Datenlogger und Sonden mit einer angegebenen Eignung bis 1 200 °F; Wind nicht quantifiziert; Propangasflaschen während der Sitzung gegeneinander getauscht; Umgebungstemperatur und genaue Position der Sonden nicht veröffentlicht.
EV-0524,Der Tread erreicht 850 °F in 23 Minuten gegenüber 36 Minuten für den Arc Lite; der Autor wiederholt seine Versuche mit drei Flaschen auf dem Arc Lite und veröffentlicht ein Maximum von 922 °F.,Ein Vergleich; beide Öfen bei voller Leistung; vom Autor gewählter Schwellenwert; Außentemperatur und genaue Sensorposition nicht veröffentlicht.
EV-0525,"Nach zwanzig Minuten Stabilisierung bei 850 °F und einer 90 Sekunden lang gebackenen Pizza erreicht der Tread wieder 850 °F nach 2 min 45 s, gegenüber 7 Minuten beim Arc Lite.","Eine Pizza je Ofen; unmittelbar nach dem Backen angegebene Backsteintemperaturen von 730 und 725 °F; Teig, Wetter und Wiederholbarkeit der Reihe nicht näher beschrieben."
EV-0526,"Der Vergleich zeigt beim Tread obere Griffe, eine Backsteinhalterung, eine Gasschnellkupplung und eine Schlauchaufbewahrung; beim Arc Lite bleiben der Schlauch fest montiert und die Griffe unter dem Chassis.",Visuelle Beobachtung an zwei Exemplaren; Transportzubehör des Tread separat erhältlich
EV-0527,"Bei acht Pizzen von 9 bis fast 12 Zoll berichtet der Autor, dass sich die kleineren leicht drehen lassen, bevorzugt 10 bis 11 Zoll und wartet bei entspanntem Rhythmus nicht auf das Wiederaufheizen des Backsteins.","Eine Sitzung; Teig mit 63 % Hydration; 24 h kalte Gare, dann etwa 5 h bei Raumtemperatur; etwa 30 Minuten Vorheizen; angegebene Backsteintemperatur zwischen 750 und 800 °F vor dem Einschießen"
EV-0528,"In zwei Direktvergleichen erreicht der Tread den jeweils gewählten Aufheizschwellenwert schneller als der Arc Lite, ohne dass sich ein mittlerer Abstand berechnen lässt.","Synthese zweier verschiedener Herausgeber; Schwellenwerte, Instrumente, Außenbedingungen und Protokolle unterscheiden sich"
EV-0529,"Der Arc Lite ist die sinnvollere Wahl, wenn der Ofen zu Hause bleibt; der Aufpreis des Tread ist vor allem bei häufigem Transport oder sehr dicht aufeinanderfolgenden Pizzen begründbar.","Entscheidungsableitung auf Grundlage datierter Frankreich-Preise, der Transporthandgriffe, einer Wiederaufheizmessung und einer Arc-Lite-Serie bei entspanntem Rhythmus"
EV-0600,"Das französische Sortiment führt zwei aktuelle Teigknetmaschinen: den Halo Core mit 4,5 L für 599 € und den Halo Pro mit 7 L für 799 €.",Bestand und Frankreich-Preise am 24. August 2026 erfasst; Verfügbarkeit und Preise können sich ändern
EV-0601,"Ooni nennt eine 4,5-L-Schüssel, eine Teigmenge von 500 g bis 2,5 kg, 20 Geschwindigkeitsstufen, 300 W und ein Gewicht von 10,55 kg.","Französisches Produktblatt geprüft am 24. August 2026; angegebenes Zubehör: Spiralhaken mit Brecherstange, Flachrührer, angetriebener Schneebesen, Deckel und Spritzschutz"
EV-0602,"Ooni nennt eine 7-L-Schüssel, eine Teigmenge von 1 bis 5 kg, 58 Geschwindigkeitsstufen, 750 W, ein Gewicht von 14,6 kg und einen Abschalttimer.",Französisches Produktblatt geprüft am 24. August 2026
EV-0603,Das Einführungsvideo zeigt den Halo Pro und den Halo Core nebeneinander und anschließend den Core allein im Betrieb.,Offizielles Ooni-Video von zehn Sekunden; kein Teigresultat veröffentlicht.
EV-0610,"Eine Charge von etwa 4,52 kg mit 70 % Hydration wird ungefähr sechzehn Minuten lang geknetet; die angegebene Endgeschwindigkeit beträgt 260 tr/min.","Eine Sitzung; 2 612 g Mehl, 1 828 g Wasser, 78 g Salz und Hefe; Wasser schrittweise eingearbeitet; Mehl vom Typ 00; Endtemperatur nicht veröffentlicht"
EV-0611,"Gegen Ende wird die Maschine lauter und bewegt sich leicht; sie beendet die Charge, und der Teig besteht den im Bild gezeigten Fenstertest.","Dieselbe Sitzung mit etwa 4,52 kg bei 70 %; visuelle und akustische Beobachtung an einem Exemplar; keine Wiederholung"
EV-0612,"Bei zwei Brotteigen kommt der erste so warm aus der Maschine, dass sich die Gärung beschleunigt; der zweite, mit gekühltem Wasser zubereitet, hat nach acht Minuten Raumtemperatur und gärt richtig.",Ein von Ooni bereitgestellter Halo Pro; zwei Chargen Hoagie-Brot; Massen sowie Ausgangs- und Endtemperaturen nicht veröffentlicht
EV-0613,"Nach zwei Monaten und mehreren Rezepten berichtet die Journalistin, zwei Shokupan-Teige überknetet zu haben, bevor sie das Problem erkannte; der Timer beurteilt die Glutenentwicklung nicht.","Ein Exemplar für Pizza, Brot, Kekse, Muffins und Creme genutzt; kein standardisiertes Protokoll und keine vollständige Aufzeichnung von Masse und Temperatur"
EV-0614,"Nach der Gärung reicht ein für drei Pizzen vorgesehener Teig fast bis an den oberen Schüsselrand; der Drehregler bietet 20 Einstellungen, ohne jede Geschwindigkeitsstufe einzeln zu markieren.","Erste Nutzung eines kürzlich eingeführten Geräts; Teigmasse, Gärdauer und Temperatur nicht veröffentlicht"
EV-0620,"Der Halo Core ist die sinnvolle Wahl, wenn die üblichen Chargen zwischen 500 g und 2,5 kg liegen; darüber oder wenn sein Timer tatsächlich nützlich ist, wird der Halo Pro relevant.","Entscheidungsableitung auf Grundlage der Teigmengenbereiche, Gewichte und datierten Preise beider Modelle"
EV-0621,Der Wärmeschutz des Motors und der automatische Stopp ersetzen nicht die Temperatur- und Teigentwicklungskontrolle.,Vorsichtige Schlussfolgerung auf Basis der Herstellerangaben und Beobachtungen Dritter.
EV-0622,"Mit derselben Rezeptur und demselben Programm endet ein erster Teig bei 28,6 °C; ein zweiter, mit auf 11,9 °C abgekühltem Wasser zubereitet, endet bei 26,4 °C.","Zwei Knetvorgänge; 1 kg T65-Mehl, 650 g Wasser, 18 g Salz und 8 g Frischhefe; 4 Minuten bei 30 %, dann 6 Minuten bei 60 %; Raum- und Mehltemperatur vor dem zweiten Versuch erfasst"
EV-0623,"In einem Vergleich mit einer angegebenen Rezeptur von 88 % Hydration beurteilt die Autorin die Entwicklung auf beiden Geräten als ähnlich; sie berichtet zudem, dass 600 bis 700 g am Haken des Core hochwandern und heruntergeschoben werden müssen, während ein Versuch mit 500 g funktioniert habe.","Exakte Masse im Direktvergleich, Geschwindigkeiten, Dauern, Endtemperaturen und Wiederholungen nicht veröffentlicht; explorative Beobachtungen an je einem Exemplar"
EV-0624,Die vom Hersteller angegebene Mindestteigmenge darf nicht als garantierte Komfortschwelle für jedes Rezept dargestellt werden.,"Vorsichtige Ableitung auf Grundlage der Herstellerbereiche und eines vergüteten Vergleichs, der Eingriffe bei bestimmten kleinen Teigmengen ohne reproduzierbares Protokoll beschreibt"
EV-0700,"Die französische Kollektion führt sieben eigenständige Öfen: Dome XL (Gen 2), Dome (Gen 2), Arc XL, Arc, Arc Lite, Tread und Roccbox.",Bestand geprüft am 24. August 2026; Pakete und Farbvarianten nicht als getrennte Öfen gezählt; Preise und Verfügbarkeit können sich ändern
EV-0701,"Die nützlichste Wahl beginnt damit, eine feste Installation von einem zu verschiebenden Ofen zu trennen, und schaut dann auf die Anzahl der gleichzeitig tatsächlich zubereiteten Pizzen und das gewünschte Brennmaterial.","Kaufinferenz auf Basis der für die sieben Modelle veröffentlichten Gewichte, Maße, Kapazitäten und Brennstoffe; keine gemeinsame Leistung wird abgeleitet."
EV-0702,"Gozney nennt 2 499,99 €, ein Gewicht von 73 kg, Außenmaße von 946 × 697 × 997 mm und eine angegebene Kapazität für eine 18-Zoll-Pizza, zwei 12-Zoll-Pizzen oder drei 10-Zoll-Pizzen.","Französische Produktseite am 24. August 2026 geprüft; Holz, Holzkohle und Propangas angegeben; Preis und Verfügbarkeit können sich ändern."
EV-0703,"Das Produktblatt nennt einen herausnehmbaren 30-mm-Backstein aus Cordierit, eine dreilagige Isolierung, eine Anzeige der Luft- und Backsteintemperatur, einen Timer und zwei Fleischfühler.","Herstellermerkmale; der Ofen wird montiert geliefert, und Gozney empfiehlt wegen seines Gewichts vier Personen zum Auspacken"
EV-0704,"Der Dome XL (Gen 2) ist vor allem als fester Bestandteil einer Außenküche sinnvoll, wenn tatsächlich mehrere Pizzen oder Gerichte gleichzeitig gebacken werden sollen.","Nutzungsableitung auf Grundlage von 73 kg, 94,6 cm Breite und den beworbenen Kapazitäten; der Quellenkorpus misst keinen Durchsatzgewinn für einen einzelnen Koch"
EV-0705,"Gozney nennt 1 999,99 €, ein Gewicht von 62 kg, Außenmaße von 826 × 652 × 986 mm und eine angegebene Kapazität für eine 16-Zoll-Pizza oder zwei 10-Zoll-Pizzen.","Französische Produktseite am 24. August 2026 geprüft; Holz, Holzkohle und Propangas angegeben; Preis und Verfügbarkeit können sich ändern."
EV-0706,"Das Produktblatt nennt einen herausnehmbaren 30-mm-Backstein aus Cordierit, eine Anzeige der Luft- und Backsteintemperatur, einen Timer und zwei Fleischfühler.","Herstellermerkmale; der Ofen wird montiert geliefert, und Gozney empfiehlt wegen seines Gewichts vier Personen zum Auspacken"
EV-0707,"Der Standard-Dome scheint für eine große Pizza oder zwei kleine auszukommen; die zusätzlichen 500 € und 11 kg des XL machen vor allem Sinn, wenn seine Breite regelmäßig verwendet wird.","Kaufannahme auf Basis von Preis, Gewicht, Maßen und Herstellerkapazität; keine gemeinsame unabhängige Vergleichsbasis verfügbar."
EV-0708,"Gozney nennt 699,99 €, ein Gewicht von 21,5 kg, Außenmaße von 480 × 564 × 342 mm und eine Backkammer von 377 × 462 × 173 mm für Pizzen bis zu 35 cm.","Französisches Produktblatt geprüft am 24. August 2026; Propangas-Außenofen, herausnehmbarer 20-mm-Backstein aus Cordierit und beworbene Höchsttemperatur von 500 °C; Preis kann sich ändern"
EV-0709,"Der Arc spart gegenüber dem Arc XL 200 €, 5 kg und 5 cm Breite; er erscheint stimmiger, wenn die Pizzen etwa 30 bis 32 cm groß bleiben.","Kaufableitung auf Basis von Abmessungen, Gewicht, Preis und Durchmesser des Herstellers; keine gemeinsame Messung legt einen Backunterschied fest."
EV-0710,"Gozney zeigt den Roccbox mit 399,99 € statt 499,99 € an; genannt werden ein 12-Zoll-Pizzaformat, ein herausnehmbarer Propangasbrenner, einklappbare Füße und ein optional erhältlicher Holzbrenner.","Französisches Produktblatt geprüft am 24. August 2026; Einschießschieber und Gasbrenner als Lieferumfang angegeben; Aktion, Preis und Verfügbarkeit können sich ändern"
EV-0711,"Das Gozney-Hilfezentrum nennt ein Gewicht von knapp unter 20 kg sowie bei ausgeklappten Füßen 473 mm Höhe, 540 mm Tiefe und 413 mm Breite.",Herstellermaße; angegebene Öffnung 300 × 88 mm und Backstein 310 × 340 mm; keine Toleranz veröffentlicht
EV-0712,"Der Roccbox lässt sich im Auto transportieren, ist mit fast 20 kg aber weniger mobil als der 13,5 kg schwere Tread; sein eigener Reiz liegt im optionalen Holzbrenner und in der mitgelieferten Ausstattung.","Kaufableitung auf Grundlage der Herstellergewichte, des mitgelieferten Zubehörs und der angegebenen Brennstoffe; kein unabhängiger Ausdauervergleich ergänzt"
EV-0800,"Der ASIN B0G8KQW3ZW war für 50,00 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0801,"Ooni nennt eine 30,5-cm-Schaufelfläche aus eloxiertem Aluminium, einen Griff aus glasfaserverstärktem Nylon, Perforationen zum Ableiten von Mehl und Dampf, 585 g und 65,9 × 30,5 × 3 cm.","Herstellerangaben; außerdem Handwäsche, Lagerung im Innenraum und keine längere Einwirkung hoher Temperaturen"
EV-0802,"Der ASIN B08BCP36HF war für 49,99 € mit zwölf angezeigten Exemplaren bestellbar.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0803,"Ooni nennt eine geschlossene Schaufelfläche aus Aluminium, einen Griff aus glasfaserverstärktem Nylon, 530 g und 30,5 × 66 × 3,5 cm für die 30-cm-Version.",Herstellerangaben zur ausgewählten Version
EV-0804,"Der ASIN B07TB9LBHR war für 34,99 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0805,"Ooni nennt 50,5 × 30,5 × 1,2 cm, 717 g und eine Nutzung zum Einschießen, Servieren und Schneiden für sein 30-cm-Schaufelbrett.","Herstellerangaben; Handwäsche, vollständiges Trocknen und keine längere Einwirkung extremer Temperaturen"
EV-0806,"Der ASIN B00MBVA64Q war für 38,06 € bestellbar und als auf Lager angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0807,"Weber nennt einen Pizzaschieber aus Edelstahl mit 57 × 31,5 × 4,3 cm, einen schwenkbaren Gummigriff und Spülmaschinenfestigkeit.",Herstellerangabe für Frankreich
EV-0808,"Ooni unterscheidet geschlossene oder perforierte Einschießschieber von kleineren Wendeschiebern und empfiehlt, die Schaufelbreite an Ofen und Pizza anzupassen.",Herstellerleitfaden zur Unterscheidung der Handgriffe; daraus wird keine Markenüberlegenheit abgeleitet
EV-0809,"Bei einem ersten Pizzaschieber um 30 cm hängt die sinnvolle Wahl zunächst von Ofenöffnung, Einschießbewegung, abzuführendem Mehl und Aufbewahrung ab; die Quellen erlauben keine gemeinsame Rangfolge bei Haltbarkeit oder Komfort.","Kaufableitung auf Grundlage veröffentlichter Maße, Materialien, Einsätze und Grenzen; kein Vergleichstest von Four à Nu"
EV-0810,"Der ASIN B00164DYPM war für 30,82 € mit 4,99 € Versandkosten bestellbar und als auf Lager angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0811,"Dreamfarm nennt 32 cm Länge, 200 g, trennbare 15-cm-Klingen aus Edelstahl 420J2 und einen bis 205 °C hitzebeständigen Nylonfuß zum Schutz der Schneidfläche.",Herstellerangaben; außerdem Spülmaschinenfestigkeit und Nutzung zum Servieren
EV-0812,"Der ASIN B005GB8LZE war für 29,90 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0813,"Triangle beschreibt eine Edelstahlschere mit erhöhten Griffen, die bis an den Rand eines Backblechs schneiden kann, sowie trennbare, spülmaschinengeeignete Klingen.",Herstellerangaben; keine Funktion als Servierschaufel beworben
EV-0814,"Der ASIN B07N7RGL8H war für 11,10 € mit 7,64 € Versandkosten und drei angezeigten Exemplaren bestellbar.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0815,"GEFU nennt 27,2 × 8,2 × 1,6 cm, 186 g, trennbare Klingen, eine kleine Servierschaufel, Spülmaschinenfestigkeit und fünf Jahre Garantie.",Herstellerangaben; Stahl und Soft-Touch-Kunststoff genannt
EV-0816,"Der ASIN B07N242DNY war für 6,19 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0817,"Fackelmann präsentiert eine schwarze 25-cm-Pizzaschere; die zusammengetragene öffentliche Dokumentation bleibt zu Zerlegbarkeit, Gewicht und Hitzebeständigkeit weniger detailliert als bei den drei anderen Referenzen.","Herstellerdokumentation zusammen mit dem Händlerblatt ausgewertet, ohne fehlende Merkmale zu extrapolieren"
EV-0818,"Die Wahl hängt vor allem von der zu schützenden Fläche, dem Rand der Form, dem Servieren und der Reinigung ab; die Quellen erlauben keine gemeinsame Rangfolge bei Schneidaufwand, Schnitthaltigkeit oder Haltbarkeit.",Kaufableitung auf Grundlage der beworbenen Geometrie und Funktionen; kein Vergleichstest von Four à Nu
EV-0820,"Der ASIN B0GGSFJWD3 war für 40,00 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0821,"Ooni nennt -30 bis 550 °C, ein Messfleckverhältnis von 10:1, einen einstellbaren Emissionsgrad, eine Reaktionszeit unter 300 ms sowie Minimum-, Maximum- und Mittelwertmodus; das Gerät ist auf Ooni-Cordierit voreingestellt.",Herstellerangaben; keine unabhängige Genauigkeitsprüfung durch Four à Nu
EV-0822,"Der ASIN B0CFVZQFZ5 war für 35,09 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0823,"Bosch nennt -30 bis 500 °C, ein Messfleckverhältnis von 12:1, drei Materialgruppen und punktuelle oder kontinuierliche Messungen; Pizzastein gehört zu den genannten Anwendungen.",Herstellerangaben; keine unabhängige Genauigkeitsprüfung durch Four à Nu
EV-0824,"Der ASIN B0BGGJH3G2 war für 18,94 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0825,"ThermoPro nennt -50 bis 550 °C, ein Messfleckverhältnis von 12:1, einen einstellbaren Emissionsgrad von 0,1 bis 1,0, eine Reaktionszeit von 500 ms sowie Anzeigen für Minimum, Maximum und Mittelwert.",Herstellerangaben; keine unabhängige Genauigkeitsprüfung durch Four à Nu
EV-0826,"Der ASIN B0D2R4GGF5 war für 24,99 € bestellbar und als vorrätig angegeben; das Angebot umfasste einen separaten Kerntemperaturfühler.","Amazon.fr-Seite für Lieferung nach Paris 75001 geprüft; Preis, Verkäufer, Angebotsumfang und Bestand können sich ändern"
EV-0827,"Tilswall nennt -50 bis 600 °C, ein Messfleckverhältnis von 12:1, einen einstellbaren Emissionsgrad, eine Reaktionszeit von 0,5 s sowie einen oberen und unteren Alarm.",Herstellerangaben zum Infrarotsensor; der Kerntemperaturfühler im Amazon-Angebot ist ein separater Sensor
EV-0828,"Die vier Geräte decken die für viele Pizzaöfen beworbenen Temperaturen ab; die sinnvolle Wahl hängt stärker von Oberfläche, Messfleckverhältnis und Einfachheit der Einstellungen ab als allein von der bezifferten Obergrenze.","Kaufableitung auf Grundlage von Bereichen, Distanz-zu-Messfleck-Verhältnissen und Herstellereinstellungen; keine Genauigkeitsprüfung durch Four à Nu"
EV-0830,"Der ASIN B0CWPKL3JW war für 19,90 € bestellbar und als vorrätig angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Inhalt des Angebots und Lagerbestand können sich ändern."
EV-0831,"ZiiPa nennt 40,5 × 30 × 8,5 cm, Polypropylen, einen integrierten luftdichten Deckel, Spülmaschinenfestigkeit und Platz für bis zu sechs Teiglinge à 250 g.",Herstellerangaben; Kapazität abhängig von Teiglingsgewicht und Gare
EV-0832,"Der ASIN B08XY4JPKH war für 28,30 € bestellbar und mit seinem Deckel als auf Lager angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Zusammensetzung des Angebots und Lagerbestand können sich ändern."
EV-0833,"Gilac nennt 40 × 30 × 10 cm, 9 Liter, 1,05 kg, lebensmittelechtes HDPE, einen flachen, glatten Boden und eine durchschnittliche Kapazität von sechs bis neun Teiglingen.",Herstellerangaben; französische Fertigung beworben; Kapazität abhängig vom Teiglingsgewicht
EV-0834,"Der ASIN B0CQMFMYVS war für 25,13 € mit elf angezeigten Exemplaren bestellbar; der Deckel war nicht enthalten.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Zusammensetzung des Angebots und Lagerbestand können sich ändern."
EV-0835,"HENDI nennt 53 × 32,5 × 9 cm außen, 48 × 28 × 8,5 cm innen, BPA-freies HDPE, -40 bis 90 °C und einen separat erhältlichen Deckel mit der Referenz 880982.",Herstellerangaben; Stapelbarkeit beworben
EV-0836,"Der ASIN B08XY4CQQR war für 38,25 € bestellbar und mit seinem Deckel als auf Lager angegeben.","Amazon.fr-Seite überprüft für eine Lieferung nach Paris 75001; Preise, Verkäufer, Zusammensetzung des Angebots und Lagerbestand können sich ändern."
EV-0837,"Gilac nennt 60 × 40 × 9 cm, 15 Liter, 1,27 kg und einen Innenboden von 55,5 × 35,5 × 8 cm aus HDPE.","Herstellerangaben; französische Fertigung sowie flacher, glatter Boden beworben"
EV-0838,"In einem Haushaltskühlschrank ist ein Format um 40 × 30 cm der vorsichtigste Ausgangspunkt; GN 1/1 und 60 × 40 cm sind erst sinnvoll, nachdem Durchgang, Ablage und Deckellieferung geprüft wurden.","Kaufableitung auf Grundlage von Maßen, Volumen und Hersteller- oder Händlerangeboten; kein Dichtheits- oder Haltbarkeitstest von Four à Nu"
EV-0840,Der ASIN B0F544VFNG entsprach dem genauen Modell Ooni Koda 2 auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0841,Der ASIN B0F5443PMQ entsprach dem genauen Modell Ooni Koda 2 Pro auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0842,Der ASIN B0CVQDZD82 entsprach dem genauen Modell Ooni Koda 12 auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0843,Der ASIN B0CVQNGC8X entsprach dem genauen Modell Ooni Koda 16 auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0844,Der ASIN B0G7LQP7FY entsprach dem genauen Modell Ooni Karu 2 auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0845,Der ASIN B0DLH28V1D entsprach dem genauen Modell Ooni Karu 2 Pro auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
EV-0846,Der ASIN B0G4ZN7YNZ entsprach dem genauen Modell Ooni Karu 12 auf Amazon.fr.,"Kontrolle des Amazon.fr-Marktplatzes für Frankreich; Verkäufer, Variante, Angebotsinhalt und Verfügbarkeit können sich ändern."
